run_accession;fastq_ftp
SRR1518903;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518903/SRR1518903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518903/SRR1518903_2.fastq.gz"
SRR1518904;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518904/SRR1518904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518904/SRR1518904_2.fastq.gz"
SRR1518905;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518905/SRR1518905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518905/SRR1518905_2.fastq.gz"
SRR1518906;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518906/SRR1518906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518906/SRR1518906_2.fastq.gz"
SRR1518907;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518907/SRR1518907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518907/SRR1518907_2.fastq.gz"
SRR1518908;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518908/SRR1518908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518908/SRR1518908_2.fastq.gz"
SRR1518909;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518909/SRR1518909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518909/SRR1518909_2.fastq.gz"
SRR1518910;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518910/SRR1518910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518910/SRR1518910_2.fastq.gz"
SRR1518911;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518911/SRR1518911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518911/SRR1518911_2.fastq.gz"
SRR1518912;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518912/SRR1518912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518912/SRR1518912_2.fastq.gz"
SRR1518913;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518913/SRR1518913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518913/SRR1518913_2.fastq.gz"
SRR1518914;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518914/SRR1518914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518914/SRR1518914_2.fastq.gz"
SRR1518915;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518915/SRR1518915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518915/SRR1518915_2.fastq.gz"
SRR1518916;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518916/SRR1518916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518916/SRR1518916_2.fastq.gz"
SRR1518917;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518917/SRR1518917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518917/SRR1518917_2.fastq.gz"
